28.09.2003 17:17:37;60,95;62,11;62,42;40,25
28.09.2003 17:17:38;72,87;73,85;73,89;48,09
28.09.2003 17:17:39;75,83;76,97;77,20;49,71
28.09.2003 17:17:40;68,42;68,92;69,42;39,01
28.09.2003 17:17:41;65,95;66,39;66,73;35,56
28.09.2003 17:17:42;66,82;67,38;67,15;36,96
28.09.2003 17:17:43;68,56;68,29;69,16;40,09
28.09.2003 17:17:44;70,88;71,43;73,40;44,97
28.09.2003 17:17:45;72,51;72,66;74,56;46,44
28.09.2003 17:17:46;68,85;68,98;70,76;41,20
28.09.2003 17:17:47;66,05;66,13;66,48;36,14
28.09.2003 17:17:48;64,38;65,77;66,01;35,18
28.09.2003 17:17:49;68,52;68,76;68,02;39,08
28.09.2003 17:17:50;73,97;72,85;72,62;46,15
28.09.2003 17:17:51;78,77;76,91;76,54;51,93
28.09.2003 17:17:52;72,90;73,12;72,51;44,78
28.09.2003 17:17:53;65,51;66,61;66,66;36,23
28.09.2003 17:17:54;67,30;67,46;67,32;37,67
28.09.2003 17:17:55;69,80;70,19;70,97;42,15
28.09.2003 17:17:56;75,38;76,01;77,86;50,49
28.09.2003 17:17:57;75,28;75,06;76,35;49,82
28.09.2003 17:17:58;66,71;67,19;67,06;37,06
28.09.2003 17:17:59;65,92;66,66;67,37;35,97
28.09.2003 17:18:00;67,86;68,60;68,72;38,56
28.09.2003 17:18:01;70,37;70,97;70,57;42,30
28.09.2003 17:18:02;73,78;73,98;73,36;46,94
28.09.2003 17:18:03;68,34;69,00;69,33;40,03
28.09.2003 17:18:04;66,10;67,12;67,25;36,59
28.09.2003 17:18:05;65,68;66,66;66,76;35,83
28.09.2003 17:18:06;65,99;66,33;66,57;36,10
28.09.2003 17:18:07;67,06;67,69;68,11;37,31
28.09.2003 17:18:08;66,56;67,01;67,15;36,95
28.09.2003 17:18:09;64,97;66,17;66,47;34,92
28.09.2003 17:18:10;67,53;68,10;68,05;38,13
28.09.2003 17:18:11;69,70;69,98;69,28;40,54
28.09.2003 17:18:12;68,30;69,01;67,85;38,92
28.09.2003 17:18:13;65,11;65,87;66,02;35,06
28.09.2003 17:18:14;65,52;66,36;66,58;35,32
28.09.2003 17:18:15;68,21;69,04;68,71;38,22
28.09.2003 17:18:16;71,35;72,28;71,16;42,73
28.09.2003 17:18:17;70,94;73,23;72,55;43,68
28.09.2003 17:18:18;65,52;65,85;67,19;35,81
28.09.2003 17:18:19;65,31;66,72;67,47;36,25
28.09.2003 17:18:20;67,10;68,61;69,08;38,50
28.09.2003 17:18:21;68,25;69,85;70,53;40,35
28.09.2003 17:18:22;67,84;68,46;69,37;39,62
28.09.2003 17:18:23;66,50;67,27;67,02;36,61
28.09.2003 17:18:24;66,87;67,20;67,45;37,07
28.09.2003 17:18:25;66,33;67,30;67,51;36,53
28.09.2003 17:18:26;64,90;65,89;66,52;35,09
28.09.2003 17:18:27;65,71;66,58;67,35;36,13
28.09.2003 17:18:28;66,64;67,17;67,32;36,60
28.09.2003 17:18:29;67,67;68,52;68,83;37,64
28.09.2003 17:18:30;67,08;68,15;68,40;37,71
28.09.2003 17:18:31;67,63;68,21;68,68;38,82
28.09.2003 17:18:32;68,23;68,80;68,92;38,81
28.09.2003 17:18:33;66,72;67,68;68,47;37,64
28.09.2003 17:18:34;65,03;66,90;67,09;36,12
28.09.2003 17:18:35;65,24;66,96;66,66;35,52
28.09.2003 17:18:36;64,42;64,85;65,50;33,85
28.09.2003 17:18:37;67,00;67,84;67,34;37,42
28.09.2003 17:18:38;68,90;68,37;68,88;40,21
28.09.2003 17:18:39;69,57;70,87;73,66;43,91
28.09.2003 17:18:40;71,05;72,49;75,72;46,20
28.09.2003 17:18:41;68,71;68,22;70,68;41,35
28.09.2003 17:18:42;64,64;65,76;66,84;34,64
28.09.2003 17:18:43;66,18;67,06;66,08;35,19
28.09.2003 17:18:44;70,64;70,29;68,14;40,05
28.09.2003 17:18:45;75,01;76,19;72,44;46,45
28.09.2003 17:18:46;70,69;74,01;74,24;44,20
28.09.2003 17:18:47;70,30;68,85;68,42;39,79
28.09.2003 17:18:48;67,41;67,69;69,32;39,04
28.09.2003 17:18:49;67,15;67,80;69,56;39,13
28.09.2003 17:18:50;66,72;66,83;67,35;37,26
28.09.2003 17:18:51;65,51;66,57;66,80;35,66
28.09.2003 17:18:52;67,07;66,95;66,82;36,77
28.09.2003 17:18:53;68,73;69,13;69,03;39,63
28.09.2003 17:18:54;68,75;69,24;69,56;40,08
28.09.2003 17:18:55;67,16;68,00;68,25;37,96
28.09.2003 17:18:56;66,28;67,05;66,95;36,37
28.09.2003 17:18:57;65,27;65,84;66,23;34,79
28.09.2003 17:18:58;63,59;64,52;65,61;33,54
28.09.2003 17:18:59;63,28;63,76;65,25;33,16
28.09.2003 17:19:00;64,07;63,77;64,17;32,99
28.09.2003 17:19:01;63,83;64,79;65,33;33,33
28.09.2003 17:19:02;64,92;65,06;64,55;33,83
28.09.2003 17:19:03;65,44;65,68;65,55;34,90
28.09.2003 17:19:04;64,63;65,82;65,73;34,44
28.09.2003 17:19:05;62,71;63,28;65,07;32,99
28.09.2003 17:19:06;64,31;64,91;62,97;32,48
28.09.2003 17:19:07;64,46;62,58;64,62;33,66
28.09.2003 17:19:08;63,71;63,63;68,94;35,68
28.09.2003 17:19:09;64,33;63,60;69,37;36,82
28.09.2003 17:19:10;66,78;63,09;64,54;35,43
28.09.2003 17:19:11;63,56;65,83;66,54;34,41
28.09.2003 17:19:12;67,32;65,43;63,42;34,96
28.09.2003 17:19:13;67,30;63,15;63,86;35,31
28.09.2003 17:19:14;70,08;64,54;64,29;37,15
28.09.2003 17:19:15;68,27;67,74;65,65;37,32
28.09.2003 17:19:16;66,18;67,39;68,50;37,12
28.09.2003 17:19:17;68,06;69,88;65,47;36,74
28.09.2003 17:19:18;70,71;69,79;61,14;36,88
28.09.2003 17:19:19;67,77;74,36;63,43;36,73
28.09.2003 17:19:20;60,85;64,71;68,43;34,59
28.09.2003 17:19:21;64,36;67,64;64,25;34,50
28.09.2003 17:19:22;66,62;65,85;64,39;35,64
28.09.2003 17:19:23;64,54;64,80;65,18;34,36
28.09.2003 17:19:24;63,32;63,60;65,60;34,28
28.09.2003 17:19:25;65,14;63,71;62,90;34,16
28.09.2003 17:19:26;62,64;65,60;67,39;34,60
28.09.2003 17:19:27;65,38;69,10;67,11;35,20
28.09.2003 17:19:28;65,94;69,72;65,16;35,31
28.09.2003 17:19:29;63,36;69,47;68,57;35,96
28.09.2003 17:19:30;63,50;63,32;65,14;33,22
28.09.2003 17:19:31;62,60;65,65;66,54;34,20
28.09.2003 17:19:32;63,81;66,15;65,96;34,67
28.09.2003 17:19:33;63,38;64,60;64,88;33,47
28.09.2003 17:19:34;64,62;64,80;64,41;34,03
28.09.2003 17:19:35;63,67;65,45;65,76;34,52
28.09.2003 17:19:36;65,71;66,84;66,01;35,97
28.09.2003 17:19:37;66,08;66,17;65,05;35,56
28.09.2003 17:19:38;67,76;68,01;66,34;37,37
28.09.2003 17:19:39;67,02;68,44;67,43;37,80
28.09.2003 17:19:40;65,50;65,92;66,03;35,86
28.09.2003 17:19:41;64,42;65,38;66,00;35,36
28.09.2003 17:19:42;64,59;65,20;65,12;34,93
28.09.2003 17:19:43;63,90;64,43;64,73;33,93
28.09.2003 17:19:44;64,24;64,80;65,07;34,79
28.09.2003 17:19:45;65,09;66,25;66,18;35,87
28.09.2003 17:19:46;66,06;66,50;66,11;36,56
28.09.2003 17:19:47;66,43;66,18;66,59;37,38
28.09.2003 17:19:48;66,19;66,08;66,48;36,83
28.09.2003 17:19:49;64,97;65,27;64,76;34,61
28.09.2003 17:19:50;62,54;63,92;64,96;33,15
28.09.2003 17:19:51;64,73;64,64;63,56;33,86
28.09.2003 17:19:52;65,79;64,31;64,93;35,69
28.09.2003 17:19:53;65,84;65,45;67,17;37,29
28.09.2003 17:19:54;66,32;65,77;67,09;36,72
28.09.2003 17:19:55;64,26;64,49;64,98;33,69
28.09.2003 17:19:56;64,84;63,59;64,11;34,33
28.09.2003 17:19:57;64,11;65,17;67,25;36,47
28.09.2003 17:19:58;66,21;69,21;69,44;39,96
28.09.2003 17:19:59;67,39;70,79;70,44;40,97
28.09.2003 17:20:00;66,03;69,13;70,56;39,64
28.09.2003 17:20:01;65,49;66,06;66,78;36,55
28.09.2003 17:20:02;65,29;66,52;66,42;35,57
28.09.2003 17:20:03;65,08;65,27;65,44;34,69
28.09.2003 17:20:04;64,70;65,02;65,74;35,09
28.09.2003 17:20:05;64,40;64,71;66,13;35,56
28.09.2003 17:20:06;64,74;64,87;65,21;35,53
28.09.2003 17:20:07;63,70;64,40;63,95;33,41
28.09.2003 17:20:08;63,84;64,25;64,09;34,35
28.09.2003 17:20:09;64,02;64,54;65,38;35,13
28.09.2003 17:20:10;63,80;64,43;64,97;35,13
28.09.2003 17:20:11;63,89;64,51;64,84;34,64
28.09.2003 17:20:12;64,26;65,06;65,52;35,11
28.09.2003 17:20:13;64,03;64,93;65,56;35,04
28.09.2003 17:20:14;65,56;66,96;67,15;37,34
28.09.2003 17:20:15;67,76;69,06;68,99;40,10
28.09.2003 17:20:16;67,01;68,40;68,12;39,29
28.09.2003 17:20:17;65,64;67,03;67,23;36,73
28.09.2003 17:20:18;64,16;65,71;65,87;35,02
28.09.2003 17:20:19;64,28;64,99;65,20;34,73
28.09.2003 17:20:20;65,04;66,39;67,08;36,18
28.09.2003 17:20:21;65,36;66,66;66,47;36,13
28.09.2003 17:20:22;64,99;65,95;65,77;35,63
28.09.2003 17:20:23;63,49;64,82;64,32;34,23
28.09.2003 17:20:24;62,96;64,26;64,83;34,00
28.09.2003 17:20:25;63,39;63,99;63,73;33,52
28.09.2003 17:20:26;63,75;64,40;65,13;34,75
28.09.2003 17:20:27;64,98;66,59;67,72;37,47
28.09.2003 17:20:28;68,14;70,42;70,91;41,39
28.09.2003 17:20:29;67,62;69,54;70,98;41,49
28.09.2003 17:20:30;64,95;65,26;65,68;35,97
28.09.2003 17:20:31;62,97;64,51;65,10;34,56
28.09.2003 17:20:32;63,78;64,56;64,64;34,55
28.09.2003 17:20:33;64,29;64,47;64,34;34,26
28.09.2003 17:20:34;63,85;64,34;64,30;33,72
28.09.2003 17:20:35;62,88;63,67;63,83;33,09
28.09.2003 17:20:36;64,06;64,35;64,29;34,87
28.09.2003 17:20:37;64,36;65,25;65,33;35,42
28.09.2003 17:20:38;67,07;67,68;67,70;38,38
28.09.2003 17:20:39;68,48;69,00;69,35;40,68
28.09.2003 17:20:40;69,28;69,79;69,89;41,31
28.09.2003 17:20:41;67,71;68,45;68,74;39,77
28.09.2003 17:20:42;64,56;65,02;65,55;35,37
28.09.2003 17:20:43;63,53;64,36;64,54;34,66
28.09.2003 17:20:44;64,80;65,38;65,65;35,94
28.09.2003 17:20:45;65,65;66,60;66,53;37,05
28.09.2003 17:20:46;66,57;67,79;67,46;38,82
28.09.2003 17:20:47;68,29;69,14;68,60;40,39
28.09.2003 17:20:48;68,41;68,98;68,31;40,21
28.09.2003 17:20:49;66,22;67,20;67,37;37,30
28.09.2003 17:20:50;64,02;64,38;64,79;33,89
28.09.2003 17:20:51;63,26;63,51;63,78;32,74
28.09.2003 17:20:52;62,84;63,60;63,57;32,83
28.09.2003 17:20:53;63,29;64,28;64,46;33,55
28.09.2003 17:20:54;64,58;65,86;65,34;35,22
28.09.2003 17:20:55;65,27;66,82;66,23;36,59
28.09.2003 17:20:56;64,40;65,88;66,44;36,09
28.09.2003 17:20:57;64,99;65,59;65,93;34,94
28.09.2003 17:20:58;63,96;65,11;65,43;34,96
28.09.2003 17:20:59;63,92;64,19;64,34;34,00
28.09.2003 17:21:00;64,80;64,98;65,24;35,40
28.09.2003 17:21:01;65,87;65,85;66,47;37,33
28.09.2003 17:21:02;66,64;66,67;66,96;38,07
28.09.2003 17:21:03;65,54;65,60;65,06;35,39
28.09.2003 17:21:04;64,74;65,05;65,57;35,13
28.09.2003 17:21:05;64,42;65,34;65,28;34,81
28.09.2003 17:21:06;64,57;64,90;65,04;34,58
28.09.2003 17:21:07;65,25;65,26;65,08;35,40
28.09.2003 17:21:08;65,19;65,68;65,96;36,48
28.09.2003 17:21:09;65,99;66,14;66,40;37,19
28.09.2003 17:21:10;64,38;64,84;64,94;34,94
28.09.2003 17:21:11;63,55;64,00;63,97;33,79
28.09.2003 17:21:12;63,23;63,72;63,79;33,12
28.09.2003 17:21:13;63,06;63,97;63,89;33,33
28.09.2003 17:21:14;63,68;64,28;64,53;34,10
28.09.2003 17:21:15;65,27;65,91;66,11;36,04
28.09.2003 17:21:16;65,79;66,00;66,21;36,78
28.09.2003 17:21:17;64,71;65,00;65,48;36,18
28.09.2003 17:21:18;64,27;64,88;64,94;35,00
28.09.2003 17:21:19;63,65;64,28;64,87;33,56
28.09.2003 17:21:20;63,33;64,22;64,34;33,43
28.09.2003 17:21:21;63,16;64,25;64,47;33,49
28.09.2003 17:21:22;63,04;63,87;64,58;33,80
28.09.2003 17:21:23;63,76;64,66;65,28;35,08
28.09.2003 17:21:24;64,41;65,24;65,53;35,66
28.09.2003 17:21:25;64,41;64,95;65,14;35,10
28.09.2003 17:21:26;63,98;64,55;64,75;33,95
28.09.2003 17:21:27;62,98;64,04;64,40;33,74
28.09.2003 17:21:28;64,07;64,73;64,51;34,36
28.09.2003 17:21:29;64,96;64,91;65,37;35,28
28.09.2003 17:21:30;64,78;65,26;65,84;35,48
28.09.2003 17:21:31;65,00;66,41;66,65;36,74
28.09.2003 17:21:32;66,40;67,99;67,87;38,94
28.09.2003 17:21:33;66,03;67,23;67,93;38,37
28.09.2003 17:21:34;63,97;64,92;65,40;35,24
